account_id,account_name,domain,industry,employee_range,country,lifecycle_stage,created_date,last_activity_date,owner,arr_eur,renewal_date
ACC-008523,Haldepharma SAS,haldepharma.fr,Energy,1-10,Germany,lead,09/03/20,,m.delacroix,,
ACC-007341,Altalumhub,altalumhub.co,,201-500,france,lead,03/01/24,2024-03-18,,,
ACC-000626,SylvadorLogic SA,sylvadorlogic.fr,Hospitality,51-200,FR,prospect,2018-05-30,05/14/24,t.becker,,
ACC-023488,Juntodorforge,juntodorforge.fr,Hospitality,1-10,BE,lead,11/06/2025,23/06/2025,m.delacroix,,
ACC-001849,Ederiprasystems SARL,ederiprasystems.fr,Healthcare,51-200,France,prospect,22/12/2024,,s.okafor,,
ACC-027375,DelfisolSolutions & Co,delfisolsolutions.eu,Real Estate,1001-5000,FRANCE,lead,02/27/18,18/06/2021,l.moreau,,
ACC-001910,Altavenconsulting,altavenconsulting.com,Consulting,51-200,FR,lost,02/13/19,12/03/2022,l.moreau,,
ACC-014220,Primolexlabs,primolexlabs.com,Healthcare,11-50,Spain,churned,05/10/2023,27/11/2025,,12000,
ACC-010311,IvorodorSoft France,ivorodorsoft.fr,Energy,11-50,FR,churned,08/28/20,25/11/2024,t.becker,8000,
ACC-014938,Iberipartners SAS,iberipartners.io,Education,51-200,nederland,lead,07/06/2021,2021-10-30,m.delacroix,,
ACC-007653,Estevadynamics,estevadynamics.io,Healthcare,1-10,FRANCE,lead,07/25/20,07/13/21,p.lindqvist,,
ACC-013826,Grimofinflow Group,grimofinflow.com,Consulting,51-200,BE,prospect,11/04/18,30/01/2026,l.moreau,,
ACC-028400,OptigorIndustries,optigorindustries.co,Education,1001-5000,Italy,churned,07/26/22,02/27/25,m.delacroix,8000,
ACC-020284,Rapimarflow,www.rapimarflow.co,Healthcare,11-50,FRANCE,prospect,08/07/23,2026-05-26,c.rinaldi,,
ACC-026334,Iberilexsoft Group,iberilexsoft.co,Healthcare,,FR,prospect,2023-04-09,,s.okafor,,
ACC-022621,DelfisolSystems France,delfisolsystems.eu,Energy,11-50,BE,lead,12/15/22,2023-10-27,a.morel,,
ACC-026040,ArdenrinFlow SA,,Education,1001-5000,Italy,lead,22/04/2025,04/13/26,t.becker,,
ACC-027019,Zephitaspartners SARL,zephitaspartners.io,Hospitality,11-50,Pays-Bas,prospect,03/26/20,02/18/23,,,
ACC-022505,Grimosolforge,grimosolforge.co,Software,11-50,Fr,lost,09/14/23,11/08/2025,t.becker,,
ACC-010842,UlmilexLabs France,ulmilexlabs.eu,Real Estate,201-500,FR,prospect,06/17/22,17/07/2023,l.moreau,,
ACC-002613,StellaquiSoft Group,stellaquisoft.com,Automotive,51-200,France,churned,2024-01-23,25/08/2024,m.delacroix,3000,
ACC-006013,LumiImmo,lumiimmo.com,Software,51-200,Fr,opportunity,2026-03-07,05/11/26,t.becker,,
ACC-029725,Optisolconsulting,optisolconsulting.eu,Automotive,1001-5000,France,prospect,2020-07-05,,t.becker,,
ACC-006010,Iberiprahub SA,iberiprahub.com,Energy,201-500,Fr,lead,12/04/2024,02/28/25,t.becker,,
ACC-019480,GrimomarPharma,grimomarpharma.eu,Real Estate,,GB,prospect,2020-03-23,,s.okafor,,
ACC-009857,Belfoquilogic,belfoquilogic.com,Agriculture,11-50,Allemagne,prospect,01/09/25,2025-10-29,m.delacroix,,
ACC-026130,MerisolMobility & Co,,Real Estate,11-50,belgium,lost,01/05/2025,2026-06-20,,,
ACC-022188,FernobelFinance SAS,fernobelfinance.io,Software,1001-5000,Germany,customer,07/05/19,09/30/21,p.lindqvist,3000,10/18/26
ACC-017127,Talorinenergie SAS,talorinenergie.io,Manufacturing,11-50,FRANCE,lead,2024-04-30,10/31/24,c.rinaldi,,
ACC-024111,Solitaslogistics & Co,solitaslogistics.co,Education,11-50,nederland,customer,11/04/2022,07/08/2024,c.rinaldi,5000,2026-08-18
ACC-022289,Doriodynamics SAS,doriodynamics.com,Agriculture,201-500,Belgique,lead,22/10/2020,09/03/2021,,,
ACC-027556,WalligorPharma SA,walligorpharma.fr,Hospitality,51-200,nederland,lost,2025-12-11,04/28/26,p.lindqvist,,
ACC-027152,Ederivenlogic,ederivenlogic.co,Healthcare,201-500,FRANCE,lead,11/17/22,05/07/24,j.vandenberg,,
ACC-002523,LumidorHub SAS,lumidorhub.io,Retail,51-200,France,customer,2025-09-13,06/11/2025,m.delacroix,25000,11/11/26
ACC-002099,Zephirinfood Group,,Logistics,51-200,Fr,prospect,10/09/2018,,l.moreau,,
ACC-009820,Meripragroup Group,meripragroup.co,Financial Services,51-200,FRANCE,prospect,27/05/2019,,a.morel,,
ACC-019867,EderirinGroup,ederiringroup.fr,Energy,11-50,DE,prospect,02/10/2020,2021-06-10,l.moreau,,
ACC-011063,MerihalFood,merihalfood.fr,Energy,11-50,Belgium,lost,16/03/2020,27/11/2020,c.rinaldi,,
ACC-009060,Terradorlogistics,terradorlogistics.com,,201-500,Fr,lead,24/03/2023,2024-08-13,,,
ACC-029209,Solicalflow SAS,,Retail,11-50,Italie,lead,2021-12-07,,c.rinaldi,,
ACC-014840,Fabrimarfood & Co,,Healthcare,1-10,DE,lead,2025-05-17,17/03/2026,s.okafor,,
ACC-028734,Vespifinance SAS,,Real Estate,1001-5000,Italy,lead,02/02/22,,,,
ACC-004626,Vectolab,vectolab.com,Telecom,51-200,belgium,lost,16/07/2023,10/11/23,c.rinaldi,,
ACC-015091,AltadorData France,altadordata.co,Consulting,5000+,CH,lead,19/08/2021,05/29/26,j.vandenberg,,
ACC-018836,VectosolLabs,vectosollabs.co,Software,51-200,France,opportunity,11/01/19,2025-06-03,p.lindqvist,,
ACC-014754,IvorodorPharma,ivorodorpharma.fr,Telecom,51-200,Spain,opportunity,01/14/22,2024-06-14,,,
ACC-019824,ArdensolPartners,ardensolpartners.com,Real Estate,51-200,Fr,lead,16/02/2020,2024-06-18,t.becker,,
ACC-001015,Fernonexhub Group,www.fernonexhub.fr,Consulting,201-500,IT,churned,2024-11-02,19/07/2026,c.rinaldi,8000,
ACC-023816,QuantipraHub,quantiprahub.co,Retail,201-500,France,prospect,12/10/2025,,p.lindqvist,,
ACC-023913,JuntolexData SARL,juntolexdata.io,,51-200,FRANCE,lead,11/10/2024,12/18/24,m.delacroix,,
ACC-018915,StellaviaMedia SARL,stellaviamedia.fr,Financial Services,1001-5000,France,lead,2018-11-15,06/27/26,a.morel,,
ACC-017024,ArdentasFlow,,Financial Services,11-50,FR,prospect,2018-01-11,2021-03-16,a.morel,,
ACC-029551,Flexirinconseil,flexirinconseil.com,Logistics,51-200,Fr,lead,06/11/2024,,t.becker,,
ACC-011926,JuntoviaConsulting SAS,juntoviaconsulting.fr,Consulting,201-500,France,opportunity,02/21/25,07/04/26,t.becker,,
ACC-021645,NordifinIndustries SAS,nordifinindustries.com,Real Estate,11-50,Pays-Bas,prospect,2023-05-09,18/08/2024,,,
ACC-024328,ZephivenFlow,zephivenflow.fr,Financial Services,11-50,Fr,lead,2022-02-15,2025-02-07,a.morel,,
ACC-015216,Serenisolpharma Group,,Telecom,1-10,Spain,lead,05/12/2025,04/14/26,s.okafor,,
ACC-024415,Doriogorfood SAS,www.doriogorfood.com,Real Estate,11-50,BE,churned,2024-02-09,04/16/26,p.lindqvist,5000,
ACC-002057,Talotaspartners,talotaspartners.co,Retail,1-10,United Kingdom,lead,10/30/25,31/03/2026,l.moreau,,
ACC-006802,GallimarSoft,gallimarsoft.io,Energy,201-500,Pays-Bas,prospect,2023-08-15,2025-09-20,m.delacroix,,
ACC-001027,Soliquiretail,soliquiretail.fr,Hospitality,201-500,NL,customer,2024-03-07,,,3000,2026-09-29
ACC-013054,Fabrimarhub Group,fabrimarhub.eu,,201-500,Fr,customer,10/31/24,2025-03-19,t.becker,12000,03/08/2026
ACC-015653,ZephiviaSoft,zephiviasoft.com,,1-10,France,lead,29/05/2022,16/02/2023,m.delacroix,,
ACC-029627,EDERIRININDUSTRIES,www.ederirinindustries.eu,Construction,201-500,BE,lost,04/01/22,,,,
ACC-026322,Serenimarlab SA,serenimarlab.com,,11-50,Switzerland,customer,02/08/26,06/27/26,l.moreau,5000,16/12/2026
ACC-028696,JUNTOBELMOBILITY,www.juntobelmobility.eu,Energy,1001-5000,Allemagne,lost,03/12/22,,t.becker,,
ACC-000440,Zephicalretail Group,zephicalretail.fr,Software,51-200,nederland,prospect,2026-04-27,05/26/26,l.moreau,,
ACC-023805,Ulmidorservices SARL,ulmidorservices.co,Manufacturing,51-200,Belgique,lost,30/03/2023,09/02/2024,m.delacroix,,
ACC-017065,FernovenSystems SA,fernovensystems.fr,Agriculture,201-500,spain,lost,09/16/19,10/12/20,l.moreau,,
ACC-020984,Cortitaspharma Group,cortitaspharma.fr,Financial Services,1001-5000,Fr,lost,05/07/24,,s.okafor,,
ACC-022638,VespilumImmo,www.vespilumimmo.fr,Hospitality,51-200,France,lead,27/07/2020,07/07/24,,,
ACC-003298,NordilexIndustries & Co,,Media,1-10,Spain,prospect,08/22/21,10/12/25,l.moreau,,
ACC-012326,Fabriviaretail France,fabriviaretail.com,Construction,51-200,nederland,lead,2024-10-08,10/20/24,,,
ACC-016176,HeliofinHub,heliofinhub.fr,Retail,201-500,FR,churned,03/12/22,16/04/2024,a.morel,5000,
ACC-019923,Fabrigormedia SAS,fabrigormedia.co,Software,1001-5000,nederland,customer,07/28/22,11/29/24,l.moreau,18000,11/21/26
ACC-012067,Kelviviaenergie SAS,kelviviaenergie.com,Manufacturing,11-50,Belgique,lead,2023-08-28,,a.morel,,
ACC-005605,SylvafinIndustries,sylvafinindustries.io,Manufacturing,,Allemagne,lost,2019-09-06,2020-01-18,s.okafor,,
ACC-023912,Altalexdynamics,altalexdynamics.com,Telecom,51-200,france,lost,03/13/18,11/24/21,t.becker,,
ACC-004711,Perririnenergie,perririnenergie.fr,Automotive,51-200,Germany,prospect,10/05/23,2024-07-26,l.moreau,,
ACC-005486,Flexihalimmo France,flexihalimmo.com,Telecom,11-50,france,lead,26/12/2025,22/01/2026,c.rinaldi,,
ACC-025681,Caurilexpharma Group,caurilexpharma.fr,Automotive,11-50,NL,lost,2022-08-13,2024-07-21,j.vandenberg,,
ACC-029199,Lumiviaforge Group,,Media,51-200,UK,lead,2023-05-23,,t.becker,,
ACC-021805,CendraSoft,cendrasoft.fr,Telecom,11-50,France,lead,16/05/2021,2025-08-28,,,
ACC-007559,Vertisolutions,vertisolutions.eu,Hospitality,11-50,Netherlands,prospect,23/02/2026,2026-06-17,c.rinaldi,,
ACC-023229,Ardenmargroup & Co,www.ardenmargroup.io,,11-50,spain,lost,02/06/25,07/20/26,,,
ACC-029857,Rapihalsystems Group,,Consulting,11-50,FR,lead,2026-03-04,,t.becker,,
ACC-009210,SylvaSolutions Group,sylvasolutions.fr,Energy,11-50,France,lead,04/27/18,11/04/2025,s.okafor,,
ACC-010373,Novataspartners SAS,novataspartners.eu,Consulting,11-50,Fr,lead,04/26/19,2019-09-29,,,
ACC-026037,SolisolLogic France,solisollogic.com,Real Estate,51-200,UK,lost,2025-06-28,2026-07-19,s.okafor,,
ACC-007128,Altavendata SAS,altavendata.io,Construction,51-200,germany,lost,2018-09-16,2022-07-30,,,
ACC-008323,Wallilexdynamics SA,wallilexdynamics.fr,Hospitality,501-1000,nederland,lead,2026-06-25,19/07/2026,a.morel,,
ACC-017023,IberitasFlow SARL,,Energy,51-200,IT,churned,2019-03-31,03/30/23,p.lindqvist,8000,
ACC-026700,PerripraWorks SARL,perripraworks.fr,Construction,11-50,Netherlands,lost,2019-03-25,12/08/2020,l.moreau,,
ACC-025536,FlexiviaTech France,flexiviatech.com,Software,51-200,Belgique,lead,22/03/2018,05/18/19,,,
ACC-006739,Talobelfinance France,talobelfinance.co,Construction,11-50,France,opportunity,08/03/23,12/18/24,t.becker,,
ACC-027257,Vectofinretail France,vectofinretail.com,Consulting,51-200,france,prospect,09/01/2021,01/06/2022,c.rinaldi,,
ACC-021066,Doriotech & Co,doriotech.fr,Telecom,,Belgium,lead,06/20/22,02/10/26,l.moreau,,
ACC-013384,Roccagorfood SAS,roccagorfood.io,Telecom,1-10,NL,prospect,10/23/20,,a.morel,,
ACC-001579,VespimarDigital,vespimardigital.com,Construction,201-500,FR,prospect,2026-03-02,03/20/26,s.okafor,,
ACC-005822,Sylvaworks SARL,sylvaworks.com,Hospitality,11-50,Netherlands,lead,08/02/24,06/02/2025,t.becker,,
ACC-024800,Ardenlexretail France,ardenlexretail.eu,Real Estate,11-50,Spain,lost,2020-06-17,,s.okafor,,
ACC-010676,HelioquiServices France,helioquiservices.com,Automotive,11-50,France,churned,27/01/2021,12/02/2022,,12000,
ACC-002423,VertiquiPartners,,Logistics,51-200,Belgium,lost,2026-02-02,04/28/26,j.vandenberg,,
ACC-010940,BrioFood SARL,briofood.com,Consulting,11-50,Belgique,churned,2018-10-12,2024-06-30,,5000,
ACC-027643,Perriquiforge France,perriquiforge.com,Education,,United Kingdom,lost,03/14/20,08/05/2024,,,
ACC-012641,SerenifinLogic SARL,serenifinlogic.fr,Education,51-200,FRANCE,customer,02/02/2024,2025-08-08,a.morel,3000,10/11/26
ACC-029771,Estevadorsolutions,estevadorsolutions.com,Logistics,51-200,France,lead,2019-11-30,,t.becker,,
ACC-003371,Neopraimmo SARL,neopraimmo.eu,Logistics,11-50,FR,prospect,01/14/21,2024-01-20,,,
ACC-012746,Zephiquiimmo,zephiquiimmo.eu,Software,11-50,France,prospect,2024-05-01,02/05/2024,p.lindqvist,,
ACC-018312,Ulminexlogic,ulminexlogic.eu,Financial Services,501-1000,BE,lead,2018-03-30,12/01/18,t.becker,,
ACC-003394,Terrafinpharma,terrafinpharma.fr,Retail,201-500,Italy,lost,02/06/21,22/06/2023,,,
ACC-024150,Haldeimmo & Co,haldeimmo.fr,Telecom,11-50,belgium,prospect,19/10/2024,27/02/2025,m.delacroix,,
ACC-028719,Zephipraflow Group,,Real Estate,11-50,ES,prospect,2024-07-19,,,,
ACC-016341,Vertilexgroup,vertilexgroup.com,Agriculture,1-10,Fr,lead,08/24/25,2025-12-11,m.delacroix,,
ACC-018749,Ivorovenpharma,ivorovenpharma.eu,Software,11-50,Fr,lost,2023-05-06,2025-06-19,m.delacroix,,
ACC-004206,Terrafinimmo France,,,201-500,Espagne,customer,05/09/2019,05/05/20,c.rinaldi,12000,12/12/2026
ACC-000824,Briolumdigital & Co,briolumdigital.io,Retail,51-200,CH,lead,03/29/21,2024-01-19,m.delacroix,,
ACC-023378,AxionexRetail Group,axionexretail.eu,Financial Services,11-50,NL,customer,13/01/2023,2025-03-19,,8000,2026-10-26
ACC-028543,SylvaFinance,sylvafinance.co,,11-50,Suisse,prospect,17/06/2020,,a.morel,,
ACC-010321,VectolexDigital & Co,vectolexdigital.fr,,1001-5000,BE,lead,30/11/2024,,t.becker,,
ACC-027025,Yellotaspartners,,Telecom,51-200,FRANCE,customer,2023-10-31,10/12/2025,l.moreau,25000,08/07/2026
ACC-027098,TerrasolConseil Group,terrasolconseil.co,Logistics,1-10,nederland,prospect,2023-01-03,22/03/2024,c.rinaldi,,
ACC-029876,Ulmirinsystems (old),ulmirinsystems.fr,Logistics,1-10,FR,lost,05/09/2023,,c.rinaldi,,
ACC-028761,StellalumSolutions,stellalumsolutions.fr,Manufacturing,1-10,germany,lost,20/05/2025,,m.delacroix,,
ACC-023314,UlmilexIndustries France,,Education,51-200,france,churned,2022-09-19,,t.becker,8000,
ACC-024134,DelfinexSystems,www.delfinexsystems.fr,,11-50,france,prospect,23/04/2020,09/03/2022,j.vandenberg,,
ACC-009611,Fernosollogic,fernosollogic.io,Software,11-50,FR,lost,2023-10-03,12/02/25,m.delacroix,,
ACC-020869,Primogorfood,primogorfood.io,Software,51-200,France,prospect,10/07/22,07/02/24,c.rinaldi,,
ACC-025146,RoccalexDynamics SARL,www.roccalexdynamics.com,Automotive,201-500,Germany,lead,06/09/26,,,,
ACC-006193,Ovalileximmo SAS,ovalileximmo.fr,Healthcare,51-200,FRANCE,lost,2022-08-10,01/07/2023,l.moreau,,
ACC-002766,AltarinDigital SA,altarindigital.com,Real Estate,11-50,FRANCE,lost,11/03/2026,2026-03-29,l.moreau,,
ACC-027069,GrimomarFood,grimomarfood.eu,Energy,11-50,france,opportunity,22/03/2020,02/05/2026,p.lindqvist,,
ACC-016008,Cendragorindustries SA,cendragorindustries.io,Automotive,11-50,Spain,churned,2019-02-26,25/03/2026,a.morel,12000,
ACC-001108,BriodorTech,briodortech.fr,Agriculture,,FR,churned,07/27/23,,l.moreau,12000,
ACC-013804,Terravenlab SA,terravenlab.com,Construction,1-10,FR,lost,03/10/2023,27/07/2024,j.vandenberg,,
ACC-026831,SylvatasDigital & Co,sylvatasdigital.eu,Retail,1001-5000,Espagne,lead,2025-01-08,14/07/2025,c.rinaldi,,
ACC-014564,Cendraviaenergie France,cendraviaenergie.fr,Real Estate,11-50,Fr,opportunity,05/01/2025,03/03/2025,c.rinaldi,,
ACC-029630,TalotasConseil Group,,Construction,501-1000,UK,lost,2023-04-18,,s.okafor,,
ACC-025735,OptilumGroup,optilumgroup.io,,11-50,Fr,lead,04/12/2019,2024-07-26,l.moreau,,
ACC-015277,LorrilumSystems,lorrilumsystems.com,,201-500,Belgium,customer,2025-05-30,12/14/25,,40000,25/06/2027
ACC-012130,Cortidorsoft SARL,www.cortidorsoft.eu,Healthcare,51-200,Fr,lead,04/04/20,30/11/2021,,,
ACC-021673,Lorrimobility France,www.lorrimobility.io,Telecom,501-1000,Spain,customer,2022-05-24,21/10/2022,j.vandenberg,25000,20/02/2027
ACC-007784,Gallitaslogistics & Co,gallitaslogistics.io,Construction,1-10,france,lead,2024-04-06,22/04/2026,m.delacroix,,
ACC-018333,Ovalilumlabs Group,ovalilumlabs.io,Real Estate,,FR,prospect,29/07/2018,2023-03-06,j.vandenberg,,
ACC-027692,Estevalumenergie,estevalumenergie.co,Hospitality,51-200,Italy,lead,05/18/19,2023-12-23,c.rinaldi,,
ACC-009510,Ederifinflow,ederifinflow.com,Education,11-50,Fr,lead,2019-02-26,12/12/24,a.morel,,
ACC-018043,TerraTech Group,,Construction,201-500,france,prospect,18/08/2022,2022-10-30,a.morel,,
ACC-025429,Ivoronextech,ivoronextech.eu,Consulting,51-200,Italie,prospect,07/04/18,12/17/22,m.delacroix,,
ACC-006056,Nordicalindustries France,nordicalindustries.com,Automotive,51-200,Fr,lost,06/15/24,25/12/2024,c.rinaldi,,
ACC-021749,EderinexRetail SAS,ederinexretail.eu,Financial Services,51-200,FRANCE,lost,2022-08-11,04/23/23,s.okafor,,
ACC-021203,Zephimardynamics SAS,,Healthcare,11-50,Espagne,prospect,11/10/22,,c.rinaldi,,
ACC-019550,CendralexPartners SA,cendralexpartners.io,Healthcare,51-200,FR,prospect,10/11/2022,2024-03-03,s.okafor,,
ACC-024744,Yellomarservices,yellomarservices.fr,Logistics,201-500,Belgium,lead,17/02/2025,2026-06-07,,,
ACC-022974,NeoquiConsulting,,,11-50,Suisse,lead,2020-07-30,,,,
ACC-021927,Yellorinhub SAS,yellorinhub.fr,,201-500,FR,customer,10/10/25,2026-03-08,t.becker,3000,2027-07-10
ACC-029826,NOVAPRALABS,www.novapralabs.com,Energy,1-10,France,lost,05/30/24,,c.rinaldi,,
ACC-002501,DelfirinSolutions SAS,delfirinsolutions.fr,Healthcare,11-50,germany,lead,28/08/2018,,l.moreau,,
ACC-028950,LORRIMARPARTNERS,www.lorrimarpartners.fr,Logistics,201-500,FR,lead,2020-11-26,,,,
ACC-000666,MeriviaLabs,merivialabs.com,Logistics,11-50,Allemagne,lost,03/08/19,12/25/21,,,
ACC-025364,Lumiventech SA,lumiventech.co,Healthcare,201-500,Pays-Bas,lost,02/09/2021,,l.moreau,,
ACC-022943,IbericalHub,ibericalhub.fr,Education,51-200,Fr,lead,05/23/18,2019-04-14,t.becker,,
ACC-029361,Delfilexsystems - import,delfilexsystems.co,Consulting,51-200,France,lead,2020-12-27,,,,
ACC-021492,Flexiquiimmo SARL,flexiquiimmo.com,Healthcare,11-50,Fr,lead,04/11/2019,2021-04-29,t.becker,,
ACC-020761,Optigorpharma SAS,optigorpharma.eu,Energy,11-50,france,lost,07/02/23,04/11/2023,c.rinaldi,,
ACC-028692,CENDRABELLOGIC,www.cendrabellogic.io,Retail,,Fr,lead,2020-03-28,,p.lindqvist,,
ACC-001285,PerrinexFood,perrinexfood.com,Consulting,51-200,Fr,lead,23/02/2018,02/27/24,,,
ACC-003868,Ovalihalsystems,ovalihalsystems.com,Consulting,11-50,Italie,customer,2020-07-05,,p.lindqvist,12000,2027-04-23
ACC-024483,PerrilumData,perrilumdata.io,Healthcare,11-50,Fr,lost,03/10/18,04/06/22,j.vandenberg,,
ACC-000320,DelfibelRetail SARL,delfibelretail.com,Telecom,51-200,FRANCE,lost,2022-03-19,13/06/2023,j.vandenberg,,
ACC-000966,NovasolLogistics,novasollogistics.fr,Telecom,51-200,NL,prospect,11/19/23,,s.okafor,,
ACC-005454,UlmirinFood France,ulmirinfood.com,Software,11-50,France,lead,2022-10-09,2025-04-11,,,
ACC-001391,Primosolservices,primosolservices.fr,Logistics,11-50,belgium,prospect,06/12/25,01/14/26,a.morel,,
ACC-005047,Ivorocaldynamics & Co,ivorocaldynamics.co,Logistics,201-500,BE,lost,06/12/18,2022-12-06,,,
ACC-016805,GrimorinFood,grimorinfood.co,Logistics,1-10,France,prospect,11/26/22,,m.delacroix,,
ACC-024776,IberirinFood France,iberirinfood.com,Financial Services,201-500,BE,lead,20/04/2025,2025-10-21,j.vandenberg,,
ACC-007532,Cauriquisystems SAS,cauriquisystems.fr,Construction,201-500,IT,opportunity,2026-03-23,,c.rinaldi,,
ACC-026639,EstevaviaGroup,estevaviagroup.com,Logistics,51-200,BE,lead,03/08/26,2026-05-07,l.moreau,,
ACC-010512,Doriorinfinance SARL,doriorinfinance.fr,Healthcare,11-50,France,churned,2024-07-11,07/25/25,,12000,
ACC-007325,Optisoldata France,optisoldata.io,Energy,11-50,belgium,lead,16/09/2021,2025-09-29,l.moreau,,
ACC-002519,GalliviaPartners,galliviapartners.eu,Financial Services,201-500,BE,lead,23/07/2023,05/22/25,p.lindqvist,,
ACC-028497,BriofinPharma,briofinpharma.com,Logistics,1-10,Fr,lead,2018-12-26,02/28/23,,,
ACC-007222,KelvigorPartners & Co,kelvigorpartners.fr,Energy,501-1000,FR,opportunity,25/05/2024,05/11/25,s.okafor,,
ACC-022018,CauriquiData SA,cauriquidata.com,Agriculture,51-200,Belgique,lead,2024-12-03,2025-01-06,m.delacroix,,
ACC-008845,Estevavenworks SARL,estevavenworks.eu,Software,201-500,Spain,lost,2022-12-28,10/20/23,j.vandenberg,,
ACC-025335,EstevasolWorks France,www.estevasolworks.eu,Energy,201-500,france,customer,11/17/22,10/20/25,s.okafor,8000,24/04/2027
ACC-018695,EderivenPartners,ederivenpartners.com,Healthcare,1001-5000,FRANCE,prospect,05/21/19,22/01/2026,l.moreau,,
ACC-009638,Vectovenindustries SAS,vectovenindustries.eu,Real Estate,501-1000,FR,prospect,30/10/2025,22/01/2026,m.delacroix,,
ACC-015839,JuntogorGroup & Co,juntogorgroup.eu,Real Estate,51-200,France,lead,03/03/2025,04/03/25,j.vandenberg,,
ACC-002660,HaldebelPartners SARL,haldebelpartners.eu,Retail,201-500,Fr,customer,2022-10-18,10/12/24,t.becker,12000,2026-08-08
ACC-022176,AxiodorHub,axiodorhub.fr,Healthcare,51-200,France,prospect,27/02/2021,10/02/25,t.becker,,
ACC-017272,LumilexFinance SA,lumilexfinance.fr,Consulting,51-200,NL,lead,27/04/2025,2025-05-10,,,
ACC-012728,IberibelData,iberibeldata.com,Retail,51-200,DE,lead,30/09/2024,05/03/2026,l.moreau,,
ACC-006865,Gallihallogic,gallihallogic.eu,Telecom,11-50,france,lead,06/14/23,,,,
ACC-006620,Cortigorgroup,www.cortigorgroup.eu,Manufacturing,11-50,NL,lead,03/02/2021,,m.delacroix,,
ACC-012714,NovagorImmo France,novagorimmo.fr,Logistics,11-50,Belgique,lead,2018-05-06,07/22/18,l.moreau,,
ACC-004386,Mericalforge SAS,mericalforge.com,Hospitality,11-50,Pays-Bas,lead,10/06/20,2023-09-01,s.okafor,,
ACC-002841,Zephirinsoft,zephirinsoft.io,Hospitality,51-200,france,lead,2025-09-25,01/11/26,,,
ACC-015520,Cortimarfinance & Co,,Healthcare,1-10,France,prospect,02/12/19,2021-06-22,,,
ACC-025752,TalohalPharma France,,Hospitality,1-10,NL,lost,10/05/18,10/19/25,t.becker,,
ACC-012973,Nordinexenergie,nordinexenergie.com,Automotive,11-50,BE,opportunity,16/02/2025,2025-11-11,p.lindqvist,,
ACC-028477,SerenilexMedia,serenilexmedia.fr,Hospitality,5000+,France,churned,2026-04-25,,c.rinaldi,8000,10/03/26
ACC-011486,CaurigorDigital,caurigordigital.com,Energy,11-50,Italy,lead,2023-10-23,09/21/25,m.delacroix,,
ACC-028102,NordimarPartners,nordimarpartners.com,,51-200,germany,churned,20/02/2020,07/27/23,s.okafor,3000,
ACC-002004,Meribelconseil France,meribelconseil.eu,Hospitality,11-50,Fr,customer,2024-07-26,,,8000,24/06/2026
ACC-001779,FernonexDynamics SAS,fernonexdynamics.io,Media,11-50,Belgium,prospect,20/11/2024,10/27/25,t.becker,,
ACC-006314,MerinexDynamics & Co,merinexdynamics.co,Telecom,51-200,IT,prospect,2024-01-15,06/21/24,a.morel,,
ACC-015383,NorditasSoft France,norditassoft.io,Manufacturing,51-200,France,lost,03/12/2021,,m.delacroix,,
ACC-024471,Nordilumdigital SAS,nordilumdigital.eu,Education,201-500,DE,lost,2023-11-13,,c.rinaldi,,
ACC-017092,Cortivialab,cortivialab.io,Consulting,201-500,FR,prospect,25/06/2026,,a.morel,,
ACC-027651,Ulmiquiservices France,ulmiquiservices.fr,Real Estate,11-50,belgium,lead,08/01/20,11/11/2024,p.lindqvist,,
ACC-009376,DelficalDynamics SARL,delficaldynamics.com,Construction,1-10,Germany,lead,16/01/2021,2021-03-06,,,
ACC-019765,SerenilexImmo SAS,serenileximmo.co,,11-50,FRANCE,prospect,30/04/2020,26/01/2026,l.moreau,,
ACC-015813,Vespiquiforge SAS,vespiquiforge.eu,,11-50,belgium,prospect,24/03/2023,2024-12-14,l.moreau,,
ACC-005294,Belfovialogistics,belfovialogistics.com,Construction,201-500,FRANCE,prospect,03/09/2020,,j.vandenberg,,
ACC-004950,Talocalsystems,talocalsystems.fr,Retail,1-10,Espagne,lost,2025-01-02,19/11/2025,t.becker,,
ACC-011940,Juntodorpartners Group,www.juntodorpartners.fr,Manufacturing,51-200,Fr,prospect,05/31/20,17/04/2026,j.vandenberg,,
ACC-014457,Ardengroup,ardengroup.fr,Energy,1-10,FRANCE,lead,2023-09-08,09/11/2025,m.delacroix,,
ACC-028387,Wallivenlabs,wallivenlabs.com,Retail,51-200,IT,lost,11/01/2025,05/06/2025,c.rinaldi,,
ACC-010882,Fabrisolmedia SA,fabrisolmedia.fr,Retail,11-50,FR,lost,10/06/2026,12/07/2026,m.delacroix,,
ACC-016089,Caurilogistics SAS,caurilogistics.fr,Retail,11-50,FR,lead,2024-08-13,12/06/2025,,,
ACC-022291,Rapigorfinance,rapigorfinance.com,Energy,51-200,France,lost,2026-03-27,2026-06-22,c.rinaldi,,
ACC-022893,BriolexLabs France,briolexlabs.io,Financial Services,1-10,Fr,prospect,09/11/20,2022-03-04,p.lindqvist,,
ACC-001954,JuntoviaTech SA,juntoviatech.com,Media,51-200,Pays-Bas,prospect,11/03/2022,2024-05-20,a.morel,,
ACC-013612,Ulminexgroup,,Manufacturing,11-50,france,lead,2025-04-15,05/07/2026,l.moreau,,
